Date,D20_SCTR
2008-09-01,83.7844221832683
2008-10-01,83.41862528674491
2008-11-01,59.457737427632196
2008-12-01,57.0547355471745
2009-01-01,60.41995148339473
2009-02-01,68.31756719012647
2009-03-01,70.8517120302973
2009-04-01,73.982172739514
2009-05-01,66.11832377943485
2009-06-01,66.8075205263668
2009-07-01,78.24601861129263
2009-08-01,87.7109120549942
2009-09-01,93.52912212900746
2009-10-01,88.41269030069738
2009-11-01,75.7774835976579
2009-12-01,68.91054593137935
2010-01-01,76.324704388099
2010-02-01,86.36139546848854
2010-03-01,79.99883603968767
2010-04-01,73.28822531748057
2010-05-01,71.2704974248097
2010-06-01,78.66139013362947
2010-07-01,82.3572412674023
2010-08-01,86.27856953959913
2010-09-01,87.64318521538586
2010-10-01,85.53320416121109
2010-11-01,71.98767976415898
2010-12-01,62.80011088587915
2011-01-01,56.57639836418746
2011-02-01,71.85026541299956
2011-03-01,78.23019587572861
2011-04-01,71.58278073058395
2011-05-01,69.393609654839
2011-06-01,82.49793831370927
2011-07-01,87.4798475158771
2011-08-01,98.45174047008082
2011-09-01,102.107237410684
2011-10-01,94.37791325021254
2011-11-01,86.63855186501115
2011-12-01,78.54457731905232
2012-01-01,78.03191587145658
2012-02-01,87.52655180686412
2012-03-01,89.38998164961386
2012-04-01,83.7504101626747
2012-05-01,74.54322038767667
2012-06-01,68.9600559804181
2012-07-01,76.75452053306276
2012-08-01,86.71130029050913
2012-09-01,88.29047049204311
2012-10-01,85.39285916827389
2012-11-01,73.92397432999266
2012-12-01,69.0814047512925
2013-01-01,69.48755611720387
2013-02-01,78.21339023885791
2013-03-01,81.40854317470759
2013-04-01,78.6261116969446
2013-05-01,66.63443827879532
2013-06-01,64.80841253639738
2013-07-01,71.44066050169229
2013-08-01,81.95652124032263
2013-09-01,88.78005733675886
2013-10-01,83.52178384712332
2013-11-01,81.70187282277978
2013-12-01,71.86764034536613
2014-01-01,68.67557861488746
2014-02-01,87.71817105976278
2014-03-01,97.92522272151973
2014-04-01,90.55571203089333
2014-05-01,77.24403334935346
2014-06-01,71.41188510257088
2014-07-01,71.92065359288233
2014-08-01,80.6378674082044
2014-09-01,94.14260974017289
2014-10-01,93.94424015297109
2014-11-01,83.68107793752164
2014-12-01,75.50758571346576
2015-01-01,73.55975101581633
2015-02-01,94.26736544762919
2015-03-01,100.62971999642045
2015-04-01,104.23043321411802
2015-05-01,93.32904753376916
2015-06-01,81.089897069866
2015-07-01,84.69473779518033
2015-08-01,96.5624551424756
2015-09-01,100.9233059259379
2015-10-01,94.53471115429137
2015-11-01,92.5842185043873
2015-12-01,91.62004360604541
2016-01-01,92.98542261127204
2016-02-01,108.76194400471014
2016-03-01,106.38615842425087
2016-04-01,101.89691029130363
2016-05-01,86.52824119095582
2016-06-01,66.22708343246596
2016-07-01,63.95112706869892
2016-08-01,78.11228092360719
2016-09-01,82.00156587617924
2016-10-01,83.91996643716044
2016-11-01,76.04925807769533
2016-12-01,72.49705164337503
2017-01-01,64.37914071128213
2017-02-01,66.03951683643821
2017-03-01,73.52708341636568
2017-04-01,68.31397689174496
2017-05-01,63.764996656084655
2017-06-01,64.48502096462376
2017-07-01,70.06831788342757
2017-08-01,79.70510103430745
2017-09-01,80.81042469899889
2017-10-01,73.55405029336839
2017-11-01,65.18462658812084
2017-12-01,56.285179195616045
2018-01-01,67.16716542525107
2018-02-01,73.14792033796137
2018-03-01,80.02051363520832
2018-04-01,78.63038866831971
2018-05-01,75.73101722451396
2018-06-01,75.2445184612674
2018-07-01,74.88995643019919
2018-08-01,81.01528012548353
2018-09-01,85.22661948225338
2018-10-01,83.44004300294097
2018-11-01,79.13406301275732
2018-12-01,75.33714845611422
2019-01-01,84.15512401875142
2019-02-01,92.69131382373277
2019-03-01,98.57888427511251
2019-04-01,94.20548581196464
2019-05-01,81.31544354686955
2019-06-01,75.74601633296587
2019-07-01,75.031867914463
2019-08-01,80.68338032047744
2019-09-01,88.87953802501241
2019-10-01,103.2303391128521
2019-11-01,121.31923868692084
2019-12-01,125.43303122105499
2020-01-01,124.00066385510716
2020-02-01,117.38533671263676
2020-03-01,118.8147638255028
2020-04-01,109.86358955778233
2020-05-01,97.22447969292223
2020-06-01,84.96923592448339
2020-07-01,83.416492802087
2020-08-01,76.58134536694081
2020-09-01,88.43868508152298
2020-10-01,88.21720381221199
2020-11-01,80.14746140991927
2020-12-01,69.4194046083975
2021-01-01,63.06943598259614
2021-02-01,64.22596326999918
2021-03-01,75.08968833170768
2021-04-01,69.51886604105702
2021-05-01,59.7441869291903
2021-06-01,61.56769507591605
2021-07-01,69.61022076928995
2021-08-01,78.58011797260338
2021-09-01,85.4225846948401
2021-10-01,79.77058288030686
2021-11-01,71.89285699071048
2021-12-01,62.252387960462734
2022-01-01,66.53163656931436
2022-02-01,72.05824167162275
2022-03-01,80.78846185563015
2022-04-01,84.04567488978488
2022-05-01,74.96824027657466
2022-06-01,65.41161581844952
2022-07-01,73.76076460493421
2022-08-01,91.19500174349746
2022-09-01,87.5620416935431
2022-10-01,82.48242709627954
2022-11-01,76.56168518072805
2022-12-01,62.864925847939126
2023-01-01,58.5903209816477
2023-02-01,58.42825434345792
2023-03-01,67.97922017757567
2023-04-01,74.99556303364594
2023-05-01,65.41438042346154
2023-06-01,66.93619463076432
2023-07-01,70.87048971209202
2023-08-01,84.74677035079637
2023-09-01,89.07223791432814
2023-10-01,102.05762726079313
2023-11-01,124.54645560901696
2023-12-01,124.37689693906438
2024-01-01,117.30007865439114
2024-02-01,121.96866875548463
2024-03-01,118.355687629128
2024-04-01,108.76707899025256
